,3,5,7,9,11,13,15,17,19
3,0.7370134049771012,0.7197496851427009,0.6837995779047089,0.81262116476546,0.8010292198624868,0.8778510146572616,0.8849961823661048,0.8889936863128755,0.9240274167856878
5,0.7216998601771081,0.7853108388424873,0.7848991101369839,0.8544339694825895,0.8688439731319079,0.8783346417300008,0.8929322399288975,0.9078983453388177,0.9254424469316651
7,0.717602460732886,0.7947257058806635,0.882201412203759,0.8694987127578871,0.8910147716036073,0.8791170255915857,0.9056961445896061,0.9290999501472174,0.923128961300596
9,0.8029652753560776,0.8515904159909109,0.8402154738662316,0.8698142233675089,0.9220266102107166,0.9207252937653528,0.9313512451815941,0.9198517061451564,0.9302532648802291
11,0.7787259046933258,0.8755491114927582,0.8979758784152356,0.9145224611431445,0.8982456747705957,0.92065792582915,0.931091350227746,0.9393833812922525,0.9408776069313116
13,0.8526774245934519,0.8624811954324858,0.8834545533763682,0.9123483489384858,0.9150665339659098,0.9307343038843812,0.9352789791927197,0.9364964473346287,0.9445389819446228
15,0.8348605262675509,0.8803233230086944,0.9055772560800964,0.912876519924023,0.9271858120894552,0.9253686415710096,0.9407427722062384,0.9427963735703442,0.949306564279459
17,0.8166963806237997,0.8845997252815891,0.920870547036848,0.9140354438597796,0.9296049950862295,0.9286326279379097,0.9379124039741191,0.950550957627361,0.9485924295345939
19,0.8743711906321263,0.8938950728574542,0.8996343142431418,0.9177105754745979,0.944430755602039,0.9452942240937741,0.9480504133926886,0.941946589016568,0.9505827747877778
